,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds),Attention_score
39,I consent,I am between the ages of 18-25.,24.0,2024-04-13,Transgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,No, ,Asian,No,,11:00 PM,15 Minutes,9:00 AM,9.0 Hours,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Often,Often,386,3
40,I consent,I am between the ages of 18-25.,23.0,2000-12-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 3, ""Position"": ""Point Guard""}]",Non-Hispanic Black,No,,12:00 AM,30 Minutes,6:00 AM,4.0 Hours,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Almost never,Almost never,Often,Sometimes,Almost never,Almost never,Almost never,Sometimes,Always,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,406,2
41,I consent,I am between the ages of 18-25.,20.0,2003-01-01,Cisgender Female,Biracial (specify below):,Yes,No,,No,No,No,No, ,Biracial,No,,3:00 AM,15 Minutes,8:00 AM,5.0 Hours,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Three or more times a week,Not during the past month,Three or more times a week,Fairly good,Once or twice a week,Not during the past month,A very big problem,No,,,,,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,321,3
42,I consent,I am between the ages of 18-25.,23.0,2000-04-01,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Baseball"", ""Years"": 1, ""Position"": ""NaN""}]",Biracial,No,,12:45 AM,61 Minutes,8:20 AM,6.0 Hours,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Fairly bad,Less than once a week,Not during the past month,Only a very slight problem,No,,,,,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,288,3
43,I consent,I am between the ages of 18-25.,23.0,2000-09-26,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,No,No, ,White,No,,10:00 PM,10 Minutes,8:00 AM,10.0 Hours,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Fairly bad,Three or more times a week,Once or twice a week,A very big problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Always,Often,Often,Almost never,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,268,3
44,I consent,I am between the ages of 18-25.,23.0,2000-12-05,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Senior,Yes,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Goalie""}]",Biracial,No,,1:00 AM,20 Minutes,10:00 AM,8.5 Hours,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Always,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Often,Sometimes,Often,Almost never,Almost never,Almost never,Often,Often,Almost never,Often,321,3
45,I consent,I am between the ages of 18-25.,21.0,2003-02-26,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,No, ,White,No,,10:30 PM,30 Minutes,7:00 AM,8.0 Hours,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Very good,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,Always,Often,Often,Almost never,Almost never,Always,Always,Often,Almost never,Often,Sometimes,Often,Often,Almost never,Always,Always,Sometimes,Always,Always,Almost never,189,3
46,I consent,I am between the ages of 18-25.,21.0,2003-03-18,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,Yes,No, ,White,No,,4:00 AM,30 Minutes,2:00 PM,7.0 Hours,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Three or more times a week,Three or more times a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Often,Almost never,Often,Often,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,283,3
47,I consent,I am between the ages of 18-25.,24.0,1999-05-05,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,No,,2:00 AM,22 Minutes,9:00 AM,7.0 Hours,Three or more times a week,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Three or more times a week,Very bad,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Almost never,Often,Almost never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,357,3
48,I consent,I am between the ages of 18-25.,24.0,2000-02-21,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,Yes,Yes,Yes,"[{""Sport"": ""Competitive cheer"", ""Years"": 2, ""Position"": ""Base""}]",White,Yes,2,3:00 AM,60 Minutes,10:00 AM,7.0 Hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Very good,Less than once a week,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Almost never,Often,Often,Almost never,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Often,Almost never,Almost never,Almost never,Often,Sometimes,Often,Sometimes,381,3
49,I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,White,Yes,Yes - Full time,Senior,Yes,Yes,Yes,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""Point Guard""},
{""Sport"": ""Track and Field"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,No,,2:00 AM,10 Minutes,9:00 AM,7.0 Hours,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Almost never,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Almost never,Often,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,337,3
50,I consent,I am between the ages of 18-25.,18.0,2005-12-28,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Midfield""}]",White,No,,11:45 PM,30 Minutes,8:50 AM,8.0 Hours,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Fairly good,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,Often,Sometimes,Sometimes,Almost never,Almost never,Always,Often,Often,Almost never,Almost never,Often,Often,Sometimes,Almost never,,Always,Sometimes,Sometimes,Almost never,Often,662,3
51,I consent,I am between the ages of 18-25.,24.0,1999-12-14,Cisgender Female,Asian,No,No,,No,No,No,No, ,Asian,No,,2:30 AM,50 Minutes,9:55 AM,6.0 Hours,Not during the past month,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Often,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Often,Sometimes,Often,Often,Often,Often,Often,Sometimes,302,3
52,I consent,I am between the ages of 18-25.,20.0,2003-01-01,Cisgender Female,Asian,Yes,Yes - Full time,Sophomore,No,No,No,No, ,Asian,No,,1:00 AM,45 Minutes,10:00 AM,7.0 Hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Often,Sometimes,Often,Almost never,Often,Sometimes,Often,Almost never,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,266,3
53,I consent,I am between the ages of 18-25.,22.0,2002-03-22,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,No, ,Non-Hispanic Black,No,,11:00 PM,50 Minutes,7:00 AM,7.0 Hours,Three or more times a week,Less than once a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Fairly bad,Not during the past moth,Less than once a week,A very big problem,No,,,,,Always,Always,Often,Almost never,Often,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Almost never,Always,Often,Sometimes,Almost never,Always,Often,280,2
54,I consent,I am between the ages of 18-25.,24.0,1999-06-15,Cisgender Male,,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",,No,,12:00 AM,30 Minutes,10:00 AM,9.0 Hours,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Often,Always,Sometimes,Always,Sometimes,Always,Almost never,Always,Often,Always,Sometimes,Almost never,Always,Always,Sometimes,Always,Often,Always,Sometimes,Always,364,3
55,I consent,I am between the ages of 18-25.,24.0,1999-11-17,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,No, ,Asian,No,,1:00 AM,30 Minutes,9:00 AM,7.0 Hours,Three or more times a week,Three or more times a week,Once or twice a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Very bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Almost never,Often,Sometimes,Always,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,341,3
56,I consent,I am between the ages of 18-25.,24.0,1999-01-01,Cisgender Male,White,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Golf"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,1:00 AM,45 Minutes,8:00 AM,6.0 Hours,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Three or more times a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Almost never,Almost never,Almost never,Always,Almost never,Almost never,Almost never,Almost never,Sometimes,Always,Almost never,Almost never,Always,Almost never,Almost never,Almost never,Always,Always,Always,Almost never,346,3
57,I consent,I am between the ages of 18-25.,22.0,2001-08-02,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Goalkeeper""}]",Asian,No,,1:00 AM,45 Minutes,8:00 AM,6.0 Hours,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,319,3
58,I consent,I am between the ages of 18-25.,23.0,2000-06-19,Cisgender Male,Latino/Hispanic,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Fencing"", ""Years"": 1, ""Position"": ""NaN""}]",Latino/Hispanic,No,,1:00 AM,20 Minutes,10:00 PM,9.0 Hours,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Not during the past month,Three or more times a week,Very bad,Not during the past moth,Three or more times a week,Somewhat of a problem,No,,,,,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Often,Often,Often,Sometimes,Often,Almost never,Almost never,Almost never,Almost never,Sometimes,245,3
59,I consent,I am between the ages of 18-25.,20.0,2003-08-04,Cisgender Male,Asian,Yes,Yes - Full time,Junior,No,No,No,No, ,Asian,No,,10:00 PM,5 Minutes,6:30 AM,8.0 Hours,Three or more times a week,Three or more times a week,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Fairly bad,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,Always,Often,Often,Almost never,Almost never,Always,Often,Sometimes,Always,Almost never,Often,Often,Sometimes,Almost never,Often,Always,Almost never,Sometimes,Sometimes,Often,287,3
